ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount,adj_factor
167302.SZ,2024-01-02,0.76,0.76,0.76,0.76,0.76,0.0,0.0,10.0,0.76,1.0
167302.SZ,2024-01-03,0.76,0.736,0.736,0.736,0.736,-0.024,-3.1579,0.68,0.05,1.0
167302.SZ,2024-01-04,0.736,0.713,0.73,0.713,0.73,-0.006,-0.8152,4.46,0.324,1.0
167302.SZ,2024-01-05,0.73,0.733,0.735,0.733,0.735,0.005,0.6849,24.0,1.759,1.0
167302.SZ,2024-01-08,0.735,0.714,0.714,0.714,0.714,-0.021,-2.8571,10.0,0.714,1.0
167302.SZ,2024-01-09,0.714,0.764,0.764,0.758,0.758,0.044,6.1625,393.0,29.791,1.0
167302.SZ,2024-01-10,0.758,0.709,0.73,0.709,0.717,-0.041,-5.409,382.0,27.415,1.0
167302.SZ,2024-01-11,0.717,0.717,0.775,0.717,0.772,0.055,7.6709,145.0,11.203,1.0
167302.SZ,2024-01-12,0.772,0.8,0.815,0.719,0.749,-0.023,-2.9793,360.0,26.897,1.0
167302.SZ,2024-01-15,0.749,0.709,0.725,0.708,0.724,-0.025,-3.3378,156.0,11.216,1.0
167302.SZ,2024-01-16,0.724,0.76,0.791,0.734,0.79,0.066,9.116,2319.51,181.744,1.0
167302.SZ,2024-01-17,0.79,0.796,0.869,0.78,0.869,0.079,10.0,672.71,57.333,1.0
167302.SZ,2024-01-18,0.869,0.782,0.782,0.782,0.782,-0.087,-10.0115,4274.0,334.227,1.0
167302.SZ,2024-01-19,0.782,0.714,0.725,0.704,0.707,-0.075,-9.5908,10403.09,735.244,1.0
167302.SZ,2024-01-22,0.707,0.704,0.706,0.676,0.689,-0.018,-2.546,5310.71,366.511,1.0
167302.SZ,2024-01-23,0.689,0.687,0.708,0.676,0.703,0.014,2.0319,3610.0,251.196,1.0
167302.SZ,2024-01-24,0.703,0.716,0.716,0.69,0.707,0.004,0.569,1819.78,126.936,1.0
167302.SZ,2024-01-25,0.707,0.705,0.722,0.705,0.718,0.011,1.5559,1364.35,97.416,1.0
167302.SZ,2024-01-26,0.718,0.712,0.722,0.712,0.717,-0.001,-0.1393,701.78,50.224,1.0
167302.SZ,2024-01-29,0.717,0.718,0.722,0.704,0.706,-0.011,-1.5342,1082.0,76.82,1.0
167302.SZ,2024-01-30,0.706,0.71,0.71,0.703,0.704,-0.002,-0.2833,116.0,8.18,1.0
167302.SZ,2024-01-31,0.704,0.695,0.702,0.686,0.688,-0.016,-2.2727,238.0,16.384,1.0
167302.SZ,2024-02-01,0.688,0.689,0.689,0.688,0.688,0.0,0.0,344.34,23.699,1.0
167302.SZ,2024-02-02,0.688,0.692,0.692,0.68,0.685,-0.003,-0.436,908.04,61.969,1.0
167302.SZ,2024-02-05,0.685,0.68,0.746,0.675,0.746,0.061,8.9051,868.0,59.068,1.0
167302.SZ,2024-02-06,0.746,0.69,0.73,0.69,0.713,-0.033,-4.4236,1210.0,85.266,1.0
167302.SZ,2024-02-07,0.713,0.704,0.721,0.698,0.721,0.008,1.122,960.0,67.869,1.0
167302.SZ,2024-02-08,0.721,0.721,0.743,0.721,0.722,0.001,0.1387,1052.0,77.161,1.0
167302.SZ,2024-02-19,0.722,0.706,0.743,0.706,0.715,-0.007,-0.9695,371.0,26.521,1.0
167302.SZ,2024-02-20,0.715,0.72,0.73,0.716,0.727,0.012,1.6783,392.0,28.466,1.0
167302.SZ,2024-02-21,0.727,0.727,0.753,0.727,0.753,0.026,3.5763,1367.77,101.052,1.0
167302.SZ,2024-02-22,0.753,0.739,0.773,0.739,0.766,0.013,1.7264,622.77,46.608,1.0
167302.SZ,2024-02-23,0.766,0.76,0.76,0.742,0.748,-0.018,-2.3499,870.44,65.007,1.0
167302.SZ,2024-02-26,0.748,0.742,0.748,0.736,0.736,-0.012,-1.6043,253.0,18.648,1.0
167302.SZ,2024-02-27,0.736,0.739,0.739,0.73,0.739,0.003,0.4076,353.0,25.849,1.0
167302.SZ,2024-02-28,0.739,0.75,0.75,0.74,0.74,0.001,0.1353,869.0,64.867,1.0
167302.SZ,2024-03-01,0.74,0.746,0.752,0.746,0.752,0.012,1.6216,1601.0,119.441,1.0
167302.SZ,2024-03-04,0.752,0.752,0.752,0.741,0.741,-0.011,-1.4628,219.0,16.258,1.0
167302.SZ,2024-03-05,0.741,0.742,0.742,0.735,0.738,-0.003,-0.4049,2160.0,159.391,1.0
167302.SZ,2024-03-06,0.738,0.74,0.74,0.74,0.74,0.002,0.271,117.32,8.682,1.0
167302.SZ,2024-03-07,0.74,0.742,0.742,0.74,0.74,0.0,0.0,16.0,1.185,1.0
167302.SZ,2024-03-11,0.74,0.743,0.749,0.738,0.749,0.009,1.2162,473.44,35.222,1.0
167302.SZ,2024-03-12,0.749,0.755,0.76,0.749,0.76,0.011,1.4686,1816.0,137.716,1.0
167302.SZ,2024-03-13,0.76,0.761,0.761,0.76,0.76,0.0,0.0,224.0,17.033,1.0
167302.SZ,2024-03-14,0.76,0.754,0.754,0.754,0.754,-0.006,-0.7895,36.0,2.714,1.0
167302.SZ,2024-03-15,0.754,0.748,0.748,0.743,0.748,-0.006,-0.7958,31.0,2.308,1.0
167302.SZ,2024-03-18,0.748,0.751,0.751,0.751,0.751,0.003,0.4011,42.0,3.154,1.0
167302.SZ,2024-03-19,0.751,0.745,0.751,0.745,0.751,0.0,0.0,275.32,20.515,1.0
167302.SZ,2024-03-20,0.751,0.75,0.756,0.739,0.756,0.005,0.6658,104.0,7.72,1.0
167302.SZ,2024-03-21,0.756,0.74,0.752,0.74,0.752,-0.004,-0.5291,165.0,12.407,1.0
167302.SZ,2024-03-25,0.752,0.738,0.738,0.731,0.731,-0.021,-2.7926,105.0,7.679,1.0
167302.SZ,2024-03-26,0.731,0.718,0.735,0.718,0.735,0.004,0.5472,10.0,0.733,1.0
